age,gender,height_cm,weight_kg,bmi,training_hours_per_week,resting_heart_rate,vo2max,reaction_time_ms,sleep_hours,flexibility_score,performance_score,performance_level
25,Male,173.1,54.7,18.3,11.7,62.3,38.1,185.4,7.0,25.5,56.9,Advanced
16,Female,164.9,54.8,20.2,3.1,64.5,41.7,235.3,7.8,21.6,39.4,Intermediate
25,Male,160.7,72.7,28.2,2.9,51.8,28.5,239.1,7.3,32.7,23.0,Beginner
31,Male,198.4,60.4,15.3,8.3,72.8,29.6,208.7,7.2,32.2,47.1,Intermediate
38,Male,165.7,59.5,21.7,13.5,50.5,43.7,245.0,5.4,24.9,55.7,Advanced
21,Male,170.2,77.1,26.6,8.3,67.2,42.4,273.0,8.0,25.8,38.5,Intermediate
37,Male,176.3,81.7,26.3,6.1,72.1,35.9,223.4,8.2,36.2,35.2,Intermediate
35,Female,193.0,62.1,16.7,3.4,52.6,34.9,254.5,9.6,38.6,53.5,Intermediate
28,Female,181.7,27.2,8.2,12.6,54.9,46.4,239.0,6.7,26.5,79.7,Advanced
26,Female,188.9,53.6,15.0,10.0,60.9,41.3,210.1,5.9,30.4,59.7,Advanced
31,Female,176.7,49.3,15.8,5.8,56.4,40.8,267.0,7.6,24.1,51.4,Intermediate
33,Male,175.3,88.9,28.9,7.4,64.1,43.7,263.3,8.0,25.5,35.9,Intermediate
24,Female,177.1,66.3,21.1,12.8,48.8,40.1,270.2,7.2,18.5,54.0,Intermediate
35,Female,187.3,56.6,16.1,13.7,63.3,43.3,203.5,7.3,24.3,66.9,Advanced
23,Male,166.1,90.4,32.8,10.1,48.7,50.5,263.2,8.1,38.9,50.2,Intermediate
37,Female,169.1,53.9,18.8,7.7,52.6,34.9,276.3,8.2,12.3,43.3,Intermediate
25,Male,184.3,71.9,21.2,5.5,55.4,45.3,285.5,6.5,12.1,38.4,Intermediate
17,Female,189.0,60.0,16.8,5.4,49.4,34.8,319.9,4.0,20.3,33.2,Intermediate
20,Male,160.5,52.2,20.3,14.7,48.9,43.2,212.8,6.7,28.8,66.5,Advanced
25,Male,170.2,57.9,20.0,8.6,64.4,50.2,249.1,5.7,41.1,57.1,Advanced
35,Female,180.0,83.9,25.9,9.3,59.0,38.0,216.3,6.3,27.2,39.4,Intermediate
20,Male,181.0,67.6,20.6,15.0,58.2,56.0,285.8,8.7,27.7,74.8,Advanced
20,Female,186.9,80.0,22.9,0.1,54.1,49.0,235.4,8.4,30.7,44.3,Intermediate
20,Male,189.5,62.6,17.4,15.7,64.9,47.1,222.3,4.5,24.3,62.7,Advanced
16,Female,170.9,61.2,21.0,4.2,75.6,59.6,210.0,7.4,17.0,49.5,Intermediate
31,Male,186.1,65.0,18.8,2.3,54.7,40.2,272.2,8.5,28.6,44.6,Intermediate
32,Female,166.3,82.5,29.8,3.0,57.5,48.6,234.3,8.5,25.8,35.9,Intermediate
26,Male,185.6,62.7,18.2,2.1,68.4,36.1,288.8,8.6,24.7,35.4,Intermediate
38,Male,173.2,58.7,19.6,11.4,58.6,45.8,280.2,5.3,38.5,57.3,Advanced
31,Female,179.5,53.4,16.6,10.4,55.0,56.4,372.7,5.3,42.4,66.5,Advanced
28,Male,182.9,63.3,18.9,12.1,64.0,52.3,218.2,6.2,21.5,62.3,Advanced
24,Female,183.9,52.7,15.6,3.8,50.6,26.6,245.0,7.2,27.2,39.9,Intermediate
20,Male,178.8,95.4,29.8,10.3,66.3,48.9,240.5,6.2,32.0,41.9,Intermediate
32,Female,178.3,73.2,23.0,9.4,45.4,63.2,273.5,6.8,34.2,69.6,Advanced
31,Male,162.4,52.0,19.7,7.2,66.1,33.4,333.0,6.2,37.3,36.6,Intermediate
33,Female,179.5,76.6,23.8,12.4,64.5,61.3,199.4,7.7,36.1,72.7,Advanced
29,Female,168.5,62.0,21.8,5.1,56.8,46.0,273.8,8.0,17.7,43.5,Intermediate
31,Male,170.1,70.3,24.3,0.0,63.7,32.3,269.9,6.5,24.8,16.6,Beginner
39,Male,179.1,55.8,17.4,12.2,47.4,52.0,220.6,7.0,45.0,80.5,Advanced
22,Male,190.9,67.4,18.5,11.0,77.0,58.0,311.9,6.8,12.9,55.0,Intermediate
18,Female,184.9,73.5,21.5,6.1,59.0,45.8,242.2,9.0,35.2,55.5,Advanced
28,Female,174.3,66.4,21.9,8.0,50.7,62.0,215.8,6.8,28.3,67.0,Advanced
22,Male,173.1,80.8,27.0,7.7,55.6,52.1,246.1,4.6,21.3,39.3,Intermediate
36,Male,167.9,82.4,29.2,6.6,59.6,26.0,290.3,5.6,22.9,12.7,Beginner
34,Male,175.6,88.3,28.6,9.4,63.1,58.0,232.9,4.5,16.7,40.9,Intermediate
31,Male,151.8,53.4,23.2,8.4,63.4,55.2,229.1,5.4,34.8,54.2,Intermediate
20,Male,173.8,72.8,24.1,6.8,62.9,39.8,215.5,7.8,5.0,33.8,Intermediate
23,Male,168.6,88.7,31.2,7.6,63.8,59.2,248.5,8.3,15.0,43.0,Intermediate
30,Female,173.3,63.6,21.2,2.2,63.5,38.0,276.0,6.9,25.6,30.7,Intermediate
37,Male,159.9,84.1,32.9,5.2,62.2,47.0,261.4,6.7,24.2,25.5,Intermediate
24,Female,170.9,72.0,24.7,5.4,45.9,45.3,268.4,6.8,34.7,46.0,Intermediate
33,Male,190.0,59.3,16.4,7.5,67.6,35.7,226.8,7.5,31.0,50.1,Intermediate
35,Male,176.9,63.7,20.4,8.4,52.3,35.6,159.4,6.9,31.7,52.6,Intermediate
19,Male,163.8,72.8,27.1,10.9,59.3,40.7,185.4,9.0,25.2,50.2,Intermediate
28,Male,170.4,63.3,21.8,7.3,65.7,31.6,315.8,7.9,26.5,33.6,Intermediate
27,Male,176.3,83.4,26.8,5.4,53.7,37.1,287.0,5.8,23.6,26.0,Intermediate
17,Female,152.1,78.4,33.9,11.7,51.7,44.3,340.8,4.1,40.9,31.8,Intermediate
21,Male,198.6,65.4,16.6,10.7,47.5,37.6,278.7,7.4,29.1,59.6,Advanced
21,Male,177.6,53.9,17.1,7.6,51.4,31.5,227.3,7.2,32.1,50.6,Intermediate
18,Male,177.6,71.1,22.5,4.3,80.3,54.4,241.0,7.4,5.0,35.7,Intermediate
36,Male,182.8,92.4,27.7,13.3,70.5,51.6,203.2,7.9,33.5,57.9,Advanced
38,Male,180.6,83.1,25.5,5.6,73.8,52.8,262.7,7.6,33.7,44.2,Intermediate
32,Female,189.4,82.1,22.9,9.8,55.8,50.8,286.4,6.2,47.6,59.8,Advanced
37,Male,192.0,79.4,21.5,4.5,67.6,41.6,278.2,6.9,32.9,38.4,Intermediate
35,Female,166.8,91.2,32.8,10.4,57.1,51.3,251.1,6.8,26.2,41.3,Intermediate
28,Female,155.6,73.1,30.2,6.7,62.6,46.9,286.6,5.7,25.2,28.5,Intermediate
31,Female,158.0,93.1,37.3,10.4,58.0,58.7,205.6,7.7,35.9,48.4,Intermediate
17,Female,197.0,72.6,18.7,6.5,57.6,47.3,190.8,6.4,32.6,57.0,Advanced
31,Male,164.2,66.5,24.7,14.8,53.4,46.2,201.0,4.6,26.5,55.3,Advanced
23,Male,190.1,88.5,24.5,7.9,74.9,36.4,312.0,7.6,29.2,31.8,Intermediate
22,Male,164.3,71.0,26.3,8.8,59.5,46.8,233.1,6.5,32.2,46.4,Intermediate
21,Male,188.0,74.3,21.0,10.3,57.6,61.7,248.3,4.3,29.7,62.2,Advanced
27,Female,187.9,73.6,20.8,14.5,55.7,39.6,261.3,7.3,33.0,60.9,Advanced
29,Male,177.3,78.3,24.9,7.1,67.4,32.7,292.6,7.0,19.6,25.2,Intermediate
38,Male,168.6,71.1,25.0,4.6,61.5,35.3,259.5,5.9,42.1,31.9,Intermediate
30,Female,186.5,56.3,16.2,7.9,46.2,49.2,254.3,5.5,30.4,62.0,Advanced
18,Female,169.5,78.8,27.4,1.5,60.5,45.1,158.3,7.0,27.6,33.9,Intermediate
24,Male,190.6,73.6,20.3,2.5,74.2,41.8,215.5,7.4,24.4,36.2,Intermediate
33,Male,169.1,66.2,23.2,15.7,61.1,57.3,236.0,6.5,35.9,72.1,Advanced
26,Male,188.9,60.3,16.9,8.5,49.5,51.8,254.4,8.0,23.7,67.0,Advanced
18,Male,168.1,78.3,27.7,8.1,53.8,51.4,156.2,6.6,20.3,48.4,Intermediate
30,Male,167.6,58.9,21.0,5.1,76.7,41.8,258.2,7.0,24.7,35.7,Intermediate
20,Female,182.0,62.9,19.0,1.2,60.2,48.7,292.7,7.6,47.1,50.9,Intermediate
23,Male,175.2,46.6,15.2,12.7,51.6,54.4,233.8,7.6,47.7,87.1,Elite
25,Male,181.4,66.4,20.2,8.9,60.1,58.8,204.2,6.5,30.5,66.2,Advanced
29,Male,202.9,81.3,19.7,3.7,72.1,20.0,244.0,6.0,25.5,17.6,Beginner
37,Female,165.8,70.1,25.5,5.9,55.1,44.1,298.5,6.9,34.7,40.4,Intermediate
18,Male,171.5,57.4,19.5,5.3,64.6,37.6,268.4,8.7,31.4,45.2,Intermediate
33,Female,176.4,90.0,28.9,9.6,61.8,36.8,309.0,5.9,18.9,24.6,Beginner
22,Male,164.5,76.4,28.2,13.6,51.1,43.9,228.4,9.0,36.8,60.5,Advanced
21,Male,158.5,61.2,24.4,2.6,65.5,41.9,273.5,8.0,34.7,35.4,Intermediate
19,Male,165.8,73.8,26.8,9.2,64.6,45.2,254.2,6.4,28.3,40.6,Intermediate
27,Male,182.4,66.9,20.1,6.2,47.0,28.4,212.8,7.0,19.2,38.0,Intermediate
17,Male,167.9,47.8,17.0,3.5,60.8,36.8,193.6,5.7,31.9,42.7,Intermediate
37,Female,168.0,76.2,27.0,4.5,61.1,43.7,278.7,4.0,15.2,19.8,Beginner
21,Male,179.9,62.7,19.4,14.9,53.9,56.3,269.8,7.1,29.1,75.3,Advanced
21,Male,164.9,90.5,33.3,1.6,62.7,44.0,409.8,7.2,33.5,13.2,Beginner
30,Male,184.2,85.0,25.1,7.2,51.9,47.0,232.4,5.5,40.9,48.7,Intermediate
36,Male,194.3,58.1,15.4,7.5,62.9,49.4,196.2,7.0,17.3,59.4,Advanced
35,Male,177.9,52.5,16.6,5.9,61.5,43.6,253.3,7.3,32.7,54.1,Intermediate
28,Male,179.5,65.1,20.2,11.2,61.9,58.3,194.4,7.6,46.8,78.5,Advanced
26,Male,167.9,79.6,28.2,10.5,48.8,49.1,175.2,5.0,30.8,50.3,Intermediate
19,Female,177.8,77.9,24.6,12.3,53.0,44.7,259.3,5.8,42.9,56.2,Advanced
36,Female,179.8,89.9,27.8,14.7,54.2,61.6,244.6,7.6,31.9,70.0,Advanced
17,Male,162.3,71.8,27.3,12.5,47.6,44.5,281.5,7.4,29.9,52.2,Intermediate
29,Male,165.4,52.7,19.3,9.9,61.8,51.7,270.4,7.0,21.1,57.4,Advanced
21,Male,166.9,65.9,23.7,1.1,55.4,39.2,283.9,8.5,27.9,33.2,Intermediate
27,Male,177.1,54.8,17.5,5.8,44.8,36.5,262.6,7.7,31.5,52.3,Intermediate
29,Female,169.7,82.4,28.6,10.3,53.3,35.4,222.2,7.0,27.4,38.3,Intermediate
39,Male,176.9,76.2,24.4,10.1,51.0,51.1,264.4,6.8,35.6,58.1,Advanced
29,Female,170.1,62.9,21.7,3.1,78.1,36.5,168.9,7.0,22.7,30.3,Intermediate
34,Male,186.0,68.8,19.9,6.0,71.5,43.2,235.6,6.7,26.0,42.6,Intermediate
33,Female,173.2,86.4,28.8,10.9,60.4,50.0,210.3,6.1,9.8,40.4,Intermediate
38,Female,164.9,86.3,31.7,6.8,60.3,44.6,312.1,6.1,35.0,28.6,Intermediate
32,Male,191.3,67.6,18.5,9.2,62.7,30.7,269.9,7.3,33.7,45.6,Intermediate
27,Male,195.7,64.9,16.9,9.2,55.4,47.9,198.1,5.9,43.7,68.0,Advanced
18,Female,182.7,81.9,24.5,7.4,67.0,46.3,244.1,8.8,28.1,47.7,Intermediate
20,Male,179.6,62.3,19.3,10.9,55.7,46.1,184.3,5.9,25.9,59.9,Advanced
37,Female,174.7,59.3,19.4,6.1,60.0,45.7,295.7,6.3,31.0,47.0,Intermediate
24,Male,179.4,72.9,22.7,7.7,64.2,41.1,222.8,6.0,37.1,44.9,Intermediate
36,Male,164.3,68.5,25.4,7.5,51.7,44.8,204.3,5.0,36.7,45.7,Intermediate
37,Female,163.5,64.5,24.1,2.9,59.6,50.4,182.5,6.1,46.8,49.4,Intermediate
16,Male,180.8,90.6,27.7,0.8,60.4,43.8,257.9,7.6,19.3,24.6,Beginner
27,Female,163.1,68.5,25.8,6.0,57.8,39.8,219.3,8.7,26.2,41.4,Intermediate
19,Female,193.2,67.1,18.0,0.0,71.5,30.4,313.8,6.1,15.0,15.2,Beginner
39,Female,167.1,66.0,23.6,14.1,58.3,48.1,260.6,6.0,28.4,56.9,Advanced
18,Male,180.5,71.6,22.0,11.1,75.1,41.8,208.4,5.2,25.2,43.1,Intermediate
21,Male,162.6,66.7,25.2,8.8,84.0,48.6,298.8,6.5,36.8,39.9,Intermediate
16,Male,174.8,70.4,23.0,9.1,71.4,40.8,234.1,5.2,14.4,33.2,Intermediate
32,Male,179.2,50.0,15.6,2.3,64.0,39.3,268.6,6.2,27.5,39.6,Intermediate
18,Male,170.7,56.1,19.3,18.0,46.5,42.7,202.4,6.0,43.1,78.0,Advanced
34,Male,168.7,88.2,31.0,12.0,51.7,39.3,279.6,5.4,25.0,33.3,Intermediate
18,Female,172.3,82.7,27.9,7.7,62.5,39.5,250.3,7.3,29.7,35.4,Intermediate
39,Male,188.1,83.9,23.7,10.1,54.3,45.1,354.5,8.6,30.2,51.3,Intermediate
24,Female,185.1,68.5,20.0,2.9,69.8,29.3,272.5,6.9,30.6,26.7,Intermediate
33,Female,186.1,55.4,16.0,6.2,62.2,36.9,309.2,7.6,30.0,46.8,Intermediate
16,Female,185.4,81.6,23.7,8.8,60.9,58.9,319.3,8.1,42.1,63.0,Advanced
26,Male,190.2,80.5,22.3,3.0,68.7,50.6,152.8,6.7,17.6,41.8,Intermediate
39,Male,183.1,60.2,18.0,3.4,48.3,50.1,309.4,6.0,18.4,45.6,Intermediate
37,Female,152.2,103.2,44.6,4.6,54.0,38.9,272.9,8.0,13.5,1.7,Beginner
16,Male,181.4,77.0,23.4,6.5,64.8,46.4,261.6,7.1,14.3,38.3,Intermediate
34,Male,179.5,79.9,24.8,13.3,54.3,57.2,187.1,6.2,39.8,70.9,Advanced
21,Male,172.8,55.9,18.7,9.6,53.2,57.0,284.5,7.8,34.6,71.1,Advanced
36,Female,160.3,94.9,36.9,9.5,46.8,51.2,257.4,6.2,35.0,38.1,Intermediate
20,Female,168.2,71.8,25.4,1.6,66.7,41.7,258.8,5.7,32.5,25.6,Intermediate
33,Female,171.7,76.9,26.1,6.0,64.7,24.7,268.1,6.7,35.9,22.4,Beginner
28,Male,183.7,68.9,20.4,2.6,58.1,37.1,221.0,6.5,30.9,37.4,Intermediate
30,Female,182.2,75.5,22.7,9.1,52.4,33.3,244.3,8.7,37.3,50.7,Intermediate
35,Male,163.4,53.0,19.9,6.2,72.1,49.3,227.6,6.7,27.8,48.7,Intermediate
31,Female,181.1,80.5,24.5,12.9,40.0,59.6,263.9,5.5,28.6,67.3,Advanced
37,Male,155.8,75.4,31.1,7.4,57.4,52.0,270.9,8.0,26.8,41.5,Intermediate
20,Female,170.7,51.2,17.6,4.9,49.8,33.7,283.4,6.3,45.0,47.0,Intermediate
34,Male,174.8,83.4,27.3,12.7,46.7,29.7,205.7,7.1,22.1,41.1,Intermediate
24,Male,182.5,69.9,21.0,7.9,55.3,43.4,247.7,9.0,41.7,60.7,Advanced
35,Male,172.4,88.2,29.7,3.5,71.4,36.2,262.1,8.7,24.0,20.8,Beginner
26,Male,180.6,61.2,18.8,1.3,54.6,47.4,298.5,4.9,20.6,35.1,Intermediate
22,Male,178.0,49.1,15.5,7.5,56.6,30.7,260.7,6.8,45.2,52.6,Intermediate
34,Female,179.9,73.2,22.6,9.8,56.9,47.6,318.3,5.0,26.1,44.7,Intermediate
24,Male,181.6,75.5,22.9,8.5,53.9,61.3,213.1,8.2,35.0,71.0,Advanced
16,Female,172.2,93.4,31.5,5.3,56.9,35.8,226.0,5.8,23.7,19.8,Beginner
37,Female,183.8,62.5,18.5,7.9,64.9,33.5,252.3,8.1,32.0,47.3,Intermediate
16,Male,190.5,75.5,20.8,4.1,59.6,39.3,272.8,6.6,45.6,43.7,Intermediate
23,Female,173.4,82.8,27.5,4.5,60.8,51.5,295.4,5.3,29.3,33.1,Intermediate
33,Male,152.4,72.9,31.4,0.4,78.8,34.7,288.5,8.3,34.3,10.7,Beginner
38,Male,181.6,72.7,22.0,6.8,75.8,43.5,318.2,4.9,38.7,35.4,Intermediate
17,Male,175.2,53.8,17.5,10.6,50.9,40.8,206.8,6.0,38.4,63.1,Advanced
31,Male,179.8,81.5,25.2,7.4,66.8,34.7,287.0,6.0,33.6,30.0,Intermediate
22,Female,167.0,69.7,25.0,7.6,56.0,33.4,322.4,7.0,26.0,31.0,Intermediate
16,Female,170.4,97.7,33.6,14.6,73.4,55.5,241.4,6.2,40.4,49.6,Intermediate
24,Female,175.6,84.9,27.5,15.2,69.0,41.9,238.6,5.8,39.3,49.1,Intermediate
39,Male,173.3,64.1,21.3,5.6,47.7,39.4,257.6,6.8,25.3,43.3,Intermediate
27,Female,174.5,62.8,20.6,8.6,68.5,38.5,306.9,7.4,23.3,40.3,Intermediate
27,Male,170.1,54.6,18.9,16.8,52.4,48.4,222.5,6.7,44.7,80.6,Advanced
32,Female,173.7,69.8,23.1,3.0,75.9,44.3,199.8,6.3,18.5,30.1,Intermediate
32,Female,181.8,82.4,24.9,1.5,69.7,32.6,316.3,4.7,30.9,11.8,Beginner
26,Male,180.4,76.0,23.4,5.1,75.8,39.0,170.4,4.0,34.9,30.6,Intermediate
34,Female,162.4,85.2,32.3,6.2,58.4,50.4,246.7,6.4,32.7,35.3,Intermediate
37,Male,177.1,62.9,20.1,13.9,57.0,53.7,268.9,6.5,20.2,64.7,Advanced
24,Male,167.7,83.6,29.7,4.3,67.2,47.6,194.6,6.4,18.9,28.4,Intermediate
25,Female,178.7,69.3,21.7,3.7,52.0,45.0,155.5,6.0,40.1,51.2,Intermediate
36,Male,186.9,85.3,24.4,20.5,57.0,59.8,222.6,9.0,32.7,87.9,Elite
26,Male,183.2,51.9,15.5,6.1,65.5,42.3,222.0,6.5,23.3,49.8,Intermediate
35,Male,168.4,61.7,21.8,9.4,53.7,36.5,202.4,8.7,37.7,57.1,Advanced
27,Female,175.9,61.7,19.9,9.4,40.0,41.6,233.4,5.3,38.3,58.4,Advanced
22,Male,178.8,79.5,24.9,11.5,59.9,51.6,279.6,9.0,26.2,58.7,Advanced
33,Female,179.6,50.9,15.8,8.5,68.4,47.1,315.6,7.5,39.8,60.3,Advanced
30,Male,166.4,68.6,24.8,4.5,64.4,40.9,320.1,9.0,25.9,34.5,Intermediate
21,Female,180.3,83.9,25.8,8.6,59.8,46.8,304.8,8.9,14.8,42.8,Intermediate
32,Male,178.2,78.7,24.8,10.1,59.7,56.8,241.4,6.6,35.3,59.9,Advanced
20,Female,165.4,70.4,25.7,7.7,65.3,46.4,242.0,5.5,32.2,40.1,Intermediate
30,Male,178.6,88.2,27.7,7.2,54.5,55.1,283.7,6.7,29.9,46.9,Intermediate
31,Male,170.5,75.2,25.9,12.6,50.9,41.2,183.6,7.3,29.4,55.4,Advanced
34,Male,166.0,73.3,26.6,3.8,62.6,32.7,193.4,4.8,20.9,18.4,Beginner
18,Female,171.0,66.7,22.8,11.1,70.5,57.5,267.1,6.6,35.3,60.4,Advanced
18,Male,165.5,91.7,33.5,9.2,54.4,49.4,308.1,8.4,41.7,44.4,Intermediate
30,Female,167.8,89.3,31.7,11.0,52.1,54.5,272.8,8.2,37.0,54.7,Intermediate
31,Female,189.8,74.4,20.7,6.4,74.9,48.1,277.8,7.1,20.7,41.8,Intermediate
23,Male,162.0,74.5,28.4,11.0,62.3,33.6,203.3,6.4,48.2,42.6,Intermediate
21,Male,182.8,72.5,21.7,9.5,46.6,39.6,182.2,7.5,40.7,61.3,Advanced
20,Female,179.7,70.8,21.9,5.9,69.7,42.4,294.8,6.5,35.8,39.4,Intermediate
30,Female,190.2,68.3,18.9,1.7,64.6,27.3,198.5,6.6,34.6,30.9,Intermediate
31,Male,195.0,76.3,20.1,0.0,70.9,35.6,214.8,7.4,24.4,28.3,Intermediate
29,Female,173.5,61.2,20.3,7.5,50.0,47.6,225.4,5.0,26.3,51.3,Intermediate
36,Male,178.2,60.6,19.1,4.7,57.8,39.8,198.5,6.2,30.0,45.3,Intermediate
32,Male,175.6,59.9,19.4,6.1,74.8,49.1,246.8,9.2,22.8,51.9,Intermediate
22,Female,164.0,80.7,30.0,4.9,63.7,33.7,265.6,7.4,26.9,20.8,Beginner
20,Male,170.6,46.6,16.0,7.4,55.3,46.3,293.5,8.9,25.9,61.3,Advanced
39,Female,202.7,91.0,22.1,7.6,72.5,37.5,203.4,9.6,28.7,47.2,Intermediate
36,Female,179.2,62.8,19.6,11.8,60.9,37.8,247.2,6.4,29.1,51.9,Intermediate
29,Female,159.4,55.4,21.8,4.4,42.2,47.6,160.1,8.0,35.9,60.9,Advanced
23,Male,181.3,69.5,21.1,9.9,62.2,51.7,213.1,8.1,23.1,61.0,Advanced
29,Female,185.5,57.3,16.7,3.4,59.5,54.3,221.5,7.2,37.1,61.9,Advanced
17,Female,182.1,62.5,18.8,0.0,72.9,48.4,210.6,6.7,18.8,36.3,Intermediate
30,Male,160.4,64.4,25.0,9.7,68.3,32.1,270.6,6.7,43.0,37.8,Intermediate
18,Male,177.6,68.9,21.8,3.9,72.2,50.6,309.1,8.8,24.3,42.8,Intermediate
19,Male,158.7,45.1,17.9,12.7,66.4,45.8,247.5,7.7,25.9,62.8,Advanced
17,Male,172.5,75.0,25.2,5.2,67.1,40.1,222.6,5.4,27.2,29.8,Intermediate
18,Male,147.1,62.6,28.9,6.5,66.6,34.8,263.1,6.5,24.5,22.1,Beginner
38,Male,156.6,46.7,19.0,2.0,56.4,26.2,301.5,7.8,25.1,27.3,Intermediate
36,Male,178.3,71.2,22.4,10.6,62.0,33.2,255.6,6.5,17.0,36.8,Intermediate
30,Male,186.0,92.1,26.6,10.5,54.0,39.9,238.2,6.6,26.4,42.9,Intermediate
18,Male,173.8,49.1,16.3,9.3,79.2,56.0,253.5,4.7,40.1,60.7,Advanced
24,Male,181.8,67.6,20.5,10.6,55.5,35.3,281.2,7.1,34.3,50.1,Intermediate
24,Female,193.8,71.2,19.0,2.8,52.4,49.2,234.8,6.3,20.2,46.3,Intermediate
19,Female,164.9,86.0,31.6,8.7,44.4,49.2,274.0,6.7,28.8,42.1,Intermediate
35,Male,181.3,57.1,17.4,4.6,52.7,39.2,257.7,4.8,41.0,46.3,Intermediate
26,Male,187.5,82.1,23.4,13.1,49.7,46.1,215.3,9.1,34.7,69.3,Advanced
39,Male,176.8,61.1,19.5,6.0,58.1,35.2,319.8,5.6,23.5,33.0,Intermediate
25,Female,179.0,79.7,24.9,10.8,55.3,36.7,230.7,5.0,21.4,37.4,Intermediate
25,Female,180.0,82.9,25.6,10.3,55.4,48.3,236.0,8.2,23.2,53.5,Intermediate
19,Male,170.6,65.1,22.4,2.7,65.7,47.1,258.7,8.4,33.2,44.0,Intermediate
32,Female,187.6,55.1,15.7,3.6,60.3,54.9,300.0,6.0,24.0,52.0,Intermediate
26,Male,162.2,73.7,28.0,8.0,59.8,44.4,298.6,6.0,33.8,36.3,Intermediate
39,Female,171.0,71.5,24.5,12.6,66.9,37.1,250.6,6.5,32.7,44.7,Intermediate
30,Female,176.3,55.8,18.0,8.2,55.0,45.5,205.0,7.3,34.0,62.5,Advanced
27,Male,184.4,74.4,21.9,11.8,56.7,44.4,163.9,5.9,32.2,59.2,Advanced
22,Male,163.9,69.2,25.8,6.9,55.3,46.6,339.6,5.9,41.2,41.3,Intermediate
39,Female,184.3,69.3,20.4,6.4,71.4,42.7,287.1,5.0,37.7,39.4,Intermediate
28,Female,173.8,71.1,23.5,11.6,60.9,40.7,259.7,6.4,19.3,43.7,Intermediate
18,Male,185.1,69.7,20.3,10.9,61.2,45.2,283.4,6.3,29.2,53.0,Intermediate
37,Male,196.7,63.3,16.4,4.1,52.7,28.8,260.5,7.5,23.4,38.9,Intermediate
36,Female,184.5,77.3,22.7,11.5,60.8,34.4,241.9,7.3,27.3,45.9,Intermediate
29,Male,178.3,57.4,18.1,11.6,66.9,55.3,231.9,5.6,32.2,65.8,Advanced
18,Male,178.5,93.4,29.3,2.6,54.8,33.7,285.1,8.4,36.0,25.7,Intermediate
39,Female,181.4,37.1,11.3,10.6,54.2,45.4,177.3,5.4,27.4,71.1,Advanced
28,Male,181.1,79.7,24.3,7.7,51.6,54.6,216.4,6.5,36.0,58.6,Advanced
21,Male,166.5,80.4,29.0,13.1,47.3,42.1,205.2,10.0,43.0,64.3,Advanced
26,Female,177.5,66.3,21.0,16.9,51.8,63.8,240.7,5.9,48.6,88.7,Elite
26,Male,180.6,55.7,17.1,13.1,62.6,44.1,263.7,6.3,23.8,59.4,Advanced
19,Male,165.5,70.8,25.8,3.4,58.7,32.4,195.6,6.6,15.2,22.4,Beginner
33,Female,173.9,58.5,19.3,0.0,80.9,50.3,270.1,5.3,38.1,34.9,Intermediate
37,Female,161.1,66.1,25.5,5.2,57.1,43.0,305.7,7.8,34.7,39.6,Intermediate
17,Male,148.6,59.3,26.9,14.3,59.2,36.4,191.0,6.3,41.1,51.6,Intermediate
20,Female,173.0,81.8,27.3,11.2,55.7,38.5,235.7,6.2,45.5,47.5,Intermediate
38,Male,171.8,69.1,23.4,4.1,58.3,46.0,237.3,5.3,22.4,35.5,Intermediate
18,Female,190.3,83.9,23.2,8.3,47.1,51.2,260.3,7.2,25.0,55.5,Advanced
18,Female,160.7,69.4,26.9,10.1,59.0,50.4,270.2,7.2,17.9,45.4,Intermediate
36,Female,181.0,48.8,14.9,6.3,67.0,39.9,306.8,6.8,21.9,44.6,Intermediate
36,Male,176.9,72.0,23.0,8.9,64.5,44.6,291.3,6.4,19.3,40.1,Intermediate
25,Male,185.7,86.7,25.1,1.5,65.7,39.3,255.4,5.6,17.7,18.7,Beginner
27,Male,170.7,68.5,23.5,0.0,72.0,33.0,250.1,6.5,25.1,16.8,Beginner
20,Female,181.1,55.2,16.8,7.0,59.0,35.1,183.0,7.0,33.9,52.9,Intermediate
27,Female,165.1,65.9,24.2,9.9,62.4,51.8,266.4,5.3,19.7,45.1,Intermediate
38,Female,179.5,56.5,17.5,4.4,57.8,45.0,308.7,5.9,29.5,44.8,Intermediate
37,Male,176.4,81.3,26.1,5.5,64.8,38.7,265.5,8.5,14.5,29.7,Intermediate
38,Male,170.1,56.3,19.5,12.2,63.4,52.1,251.6,8.2,36.1,70.4,Advanced
38,Male,186.4,58.1,16.7,4.1,64.7,58.7,337.7,8.8,12.4,54.0,Intermediate
30,Male,176.4,69.2,22.2,11.6,69.0,45.7,212.9,8.1,26.0,56.3,Advanced
37,Male,182.0,85.1,25.7,12.5,71.0,41.3,200.7,6.9,30.7,47.6,Intermediate
28,Female,190.6,58.5,16.1,7.1,52.0,27.6,287.8,5.8,29.8,40.3,Intermediate
18,Male,188.2,67.3,19.0,6.9,67.7,34.0,178.5,4.0,28.8,36.3,Intermediate
20,Male,185.8,64.5,18.7,2.4,57.6,34.5,204.8,8.7,33.8,45.3,Intermediate
27,Male,173.0,65.6,21.9,10.5,55.1,59.5,263.9,6.3,37.6,67.5,Advanced
21,Male,178.5,43.8,13.7,5.4,50.4,31.7,270.7,7.8,17.7,46.5,Intermediate
19,Male,180.5,53.5,16.4,5.5,61.9,38.9,274.4,7.4,33.2,49.1,Intermediate
